number,Book Title,Author,Grade,School,,,,
324,으랏차차 들돌 들어라,신정민,1학년,초등학교,,,,
325,초희가 썼어,최영희,1학년,초등학교,,,,
326,"로드킬, 우리 길이 없어졌어요",김재홍,1학년,초등학교,,,,
327,물총새를 사랑한 소년,걸음동무,1학년,초등학교,,,,
328,우주 쓰레기,고나영,1학년,초등학교,,,,
329,"하늘다람쥐, 집 걱정은 하지 마",녹색연합,1학년,초등학교,,,,
330,두둥실 선생님의 우주여행,마우리 쿠나스,2학년,초등학교,,,,
331,안녕 여긴 천문대야,이지유,2학년,초등학교,,,,
332,큰달 작은달 달력의 비밀,이케가미 준이치,2학년,초등학교,,,,
333,나는 사실대로 말했을 뿐이야,패트리샤 맥키삭,2학년,초등학교,,,,
334,내 이름이 담긴 병,최양숙,2학년,초등학교,,,,
335,밀림을 지켜라,카르멘 바스케스,2학년,초등학교,,,,
336,바다를 건너간 낙타,고희선,2학년,초등학교,,,,
337,우리 집에 놀러 오세요,오진희 외,2학년,초등학교,,,,
338,지리산 그림여행,오치근 외,2학년,초등학교,,,,
339,희망 심으러 가요,에스코페카 티티넨,2학년,초등학교,,,,
340,6월 1일 절교의 날,김리리,2학년,초등학교,,,,
341,"괜찮아, 우린 친구잖아",시미즈 치에,2학년,초등학교,,,,
342,나도 이제 친구가 생겼어요,이재민,2학년,초등학교,,,,
343,다락방 명탐정. 1,성완,2학년,초등학교,,,,
344,다시 찾은 친구,카트리네 마리에 굴다게르,2학년,초등학교,,,,
345,똥방귀마을,미하엘 조바,2학년,초등학교,,,,
346,무엇이든 선물은행,김영아,2학년,초등학교,,,,
347,민재가 뿔났다,이미지,2학년,초등학교,,,,
348,싫다고 말해도 괜찮아,코르넬리아 프란츠,2학년,초등학교,,,,
349,이사벨의 방,사라 스튜어트,2학년,초등학교,,,,
350,칭찬 초대장,문인화,2학년,초등학교,,,,
351,"너, 강화도에 있니",이상교,2학년,초등학교,,,,
352,열려라 남대문학교,문영미,2학년,초등학교,,,,
353,할머니가 물려주신 요리책,김익선,2학년,초등학교,,,,
354,숫자의 발명,안나 체라솔리,2학년,초등학교,,,,
355,지지고 볶고,박남일,2학년,초등학교,,,,
356,짜장면,임선아,2학년,초등학교,,,,
357,편지따라 역사여행(조선에서 파리까지),조현범,2학년,초등학교,,,,
358,"첼로, 노래하는 나무",이세 히데코,2학년,초등학교,,,,
359,"검은 비너스, 조세핀 베이커",패트리샤 흐루비 파월,2학년,초등학교,,,,
360,무대는 언제나 두근두근,소윤경,2학년,초등학교,,,,
361,책 만드는 이야기 들어볼래,곰곰,2학년,초등학교,,,,
362,나무야 새야 함께 살자,강문정,2학년,초등학교,,,,
363,환경지킴이,장지혜,2학년,초등학교,,,,
364,"탁한 공기, 이제 그만",이욱재,2학년,초등학교,,,,
365,(너도 나도 똑같이) 생명 존중,인현진,3학년,초등학교,,,,
366,태양광 섬 연대도의 비밀,천세웅,3학년,초등학교,,,,
367,화석과 지층,황근기,3학년,초등학교,,,,
368,높은 곳으로 달려,사시다 가즈,3학년,초등학교,,,,
369,소피 스코트 남극에 가다,앨리슨 레스터,3학년,초등학교,,,,
370,공룡상상,김남길,3학년,초등학교,,,,
371,동물이야? 식물이야?,김지현,3학년,초등학교,,,,
372,신현림의 옛 그림과 뛰노는 동시 놀이터,신현림,3학년,초등학교,,,,
373,강은 어떻게 흘러가나,김연희,3학년,초등학교,,,,
374,그림자 도둑,임제다,3학년,초등학교,,,,
375,꼼지락 공주와 빗자루 선생님,송언,3학년,초등학교,,,,
376,딱 하나만 더 읽고,조이 카울리,3학년,초등학교,,,,
377,마법 상자 속으로 얍,황규섭,3학년,초등학교,,,,
378,모나리자 도난사건,존 패트릭 루이스,3학년,초등학교,,,,
379,집으로,마이클 모퍼고,3학년,초등학교,,,,
380,하트로 계산해 주세요,박현진,3학년,초등학교,,,,
381,규칙이 왜 필요할까요,서지원,3학년,초등학교,,,,
382,나의 도서관은 낙타 등에 있어,마그리트 루어스,3학년,초등학교,,,,
383,너구리 판사 퐁퐁이,신지영 외,3학년,초등학교,,,,
384,왜 사이 좋게 지내야 해,김민화,3학년,초등학교,,,,
385,조선통신사 여행길,이기범,3학년,초등학교,,,,
386,태극기 다는 날,김용란,3학년,초등학교,,,,
387,한양도성,나각순,3학년,초등학교,,,,
388,궁금쟁이 김선비 옛 그림에 쏙 빠졌네,박승주,3학년,초등학교,,,,
389,나는야 꼬마 디자이너,김지영,3학년,초등학교,,,,
390,피카소가 모나리자를 그린다면,표트르 바르소니,3학년,초등학교,,,,
391,과학자 전재규 남극의 별이 되다,전신애,3학년,초등학교,,,,
392,박선욱 선생님이 들려주는 김득신,박선욱,3학년,초등학교,,,,
393,방정환의 잡지,박은오,3학년,초등학교,,,,
394,"어떡하지, 난 꿈이 없는데",원재길,3학년,초등학교,,,,
395,왜 맛있는 건 다 나쁠까,오세연,3학년,초등학교,,,,
396,우리 땅의 생명이 들려주는 이야기,마술연필,3학년,초등학교,,,,
397,콩 농사짓는 마을에 가 볼래요,노정임,3학년,초등학교,,,,
398,호시노 미치오의 알래스카 이야기,호시노 미치오,3학년,초등학교,,,,
399,놀면서 배우는 사계절 자연 빙고,환경과생명을지키는,4학년,초등학교,,,,
400,,전국교사모임,,초등학교,,,,
401,세상의 비밀을 밝히는 365일 탐구 생활,리자 리너만,4학년,초등학교,,,,
402,하늘은 왜 파랗죠,이영란,4학년,초등학교,,,,
403,곤충들의 편지,올가 쿠비키나,4학년,초등학교,,,,
404,엄마아빠가 읽어주는 당시,유병례,4학년,초등학교,,,,
405,나와 조금 다를 뿐이야,이금이,4학년,초등학교,,,,
406,바보같은 내 심장,자비에 로랑 쁘띠,4학년,초등학교,,,,
407,아이코 살았네,이주영,4학년,초등학교,,,,
408,우리 가족을 도운 도둑,박향희,4학년,초등학교,,,,
409,우리도 친구가 될 수 있어,다니엘 스테판스키,4학년,초등학교,,,,
410,짝 바꾸는 날,이일숙,4학년,초등학교,,,,
411,첼리스트 코오슈,미야자와 겐지,4학년,초등학교,,,,
412,태극기 이야기,신현배,4학년,초등학교,,,,
413,빛깔 고운 우리 옷 이야기,강난숙,4학년,초등학교,,,,
414,어린이를 위한 한국의 김치 이야기,이영란,4학년,초등학교,,,,
415,지구는 둥그니까 우리는 친구,조제핀 플레 외,4학년,초등학교,,,,
416,서로 돕고 살아요 공동체,이창숙,4학년,초등학교,,,,
417,"열 살에 배운 법, 백 살 간다",이정화,4학년,초등학교,,,,
418,말과 글에도 주인이 있어요,장보람,4학년,초등학교,,,,
419,궁궐에는 누가 살았을까,김은하,4학년,초등학교,,,,
420,빨간 날이 제일 좋아,김종렬,4학년,초등학교,,,,
421,소녀 이야기,김준기,4학년,초등학교,,,,
422,보이니? 명화 속 숨은 마음,김주영,4학년,초등학교,,,,
423,세계 6대 오페라,나탈리에 폰스,4학년,초등학교,,,,
424,성 평등하다는 것,홍승희,4학년,초등학교,,,,
425,평화롭다는 것,김경선,4학년,초등학교,,,,
426,나는 여성독립운동가입니다,김일옥,4학년,초등학교,,,,
427,사람을 살리는 책 동의보감,신동원,4학년,초등학교,,,,
428,똑똑한 우리 몸,모텐 뭉크빅,4학년,초등학교,,,,
429,자존감은 나의 힘,양선아,4학년,초등학교,,,,
430,꼬마농부의 맛있는 텃밭,DK편집부,4학년,초등학교,,,,
431,나는 습지에서 살아요,김용안,4학년,초등학교,,,,
432,식물들의 비밀,올가 쿠비키나,4학년,초등학교,,,,
433,왜 갯벌이 오염되면 안 되나요,정누리,4학년,초등학교,,,,
434,세계를 바꾸는 착한 기술 이야기,유영선,5학년,초등학교,,,,
435,"소년, 조선의 하늘을 보다",왕은주,5학년,초등학교,,,,
436,알고 보니 내 생활이 다 과학,김해보 외,5학년,초등학교,,,,
437,화학 원소 아파트,이영란,5학년,초등학교,,,,
438,공부가 되는 파브르 곤충기,장 앙리 파브르,5학년,초등학교,,,,
439,사람은 동물일까요,실비 보시에,5학년,초등학교,,,,
440,인간의 오랜 친구 개,김황,5학년,초등학교,,,,
441,똑똑한 시 읽기,장세현,5학년,초등학교,,,,
442,게임왕,선자은,5학년,초등학교,,,,
443,나는 못난이,서정홍,5학년,초등학교,,,,
444,반창고 우정,송아주,5학년,초등학교,,,,
445,비밀,후쿠다 다카히로,5학년,초등학교,,,,
446,생명의 릴레이,가마타 미노루,5학년,초등학교,,,,
447,숭례문에서 사라진 어처구니,안재희,5학년,초등학교,,,,
448,슈퍼 아이돌 오두리,이송현,5학년,초등학교,,,,
449,정의를 위하여,로리 세이전,5학년,초등학교,,,,
450,차별을 뛰어넘은 조선 영웅들,김은빈,5학년,초등학교,,,,
451,행운 토끼와 불행 고양이의 대결,대덤 클라인,5학년,초등학교,,,,
452,"놀면서 배우는 세계축제. 1, 2",유경숙,5학년,초등학교,,,,
453,둥글둥글 지구촌 건축 이야기,김상태,5학년,초등학교,,,,
454,경제의 핏줄 화폐,미래아이,5학년,초등학교,,,,
455,고전을 발칵 뒤집은 어린이 로스쿨,정은숙 외,5학년,초등학교,,,,
456,꼬불꼬불나라의 경제이야기,서해경,5학년,초등학교,,,,
457,경제 팍팍,이미애,5학년,초등학교,,,,
458,도전 한국사 퀴즈왕.1~3,박영규,5학년,초등학교,,,,
459,우리 역사에 뿌리내린 외국인들,정혜원,5학년,초등학교,,,,
460,조상님들은 일기에 무얼 썼을까,이향숙,5학년,초등학교,,,,
461,조선의 선비 정신,황근기,5학년,초등학교,,,,
462,옛이야기 들으러 미술관 갈까,정숙영,5학년,초등학교,,,,
463,"한국음악, 자연을 품은 우리 소리",노유다,5학년,초등학교,,,,
464,우리 모두 틀림 없이 다르다,김현식,5학년,초등학교,,,,
465,우리 몸은 작은 우주야,조대연,5학년,초등학교,,,,
466,나는 커서 뭐가 될까,왕시원,5학년,초등학교,,,,
467,꿈은 이루어질까요,브리지트 라베 외,5학년,초등학교,,,,
468,정신은 어디에 있나요,브리지트 라베 외,5학년,초등학교,,,,
469,바다 박사가 될래요,강대훈,6학년,초등학교,,,,
470,독에 관한 50가지 궁금증,타냐 로이드 카이,6학년,초등학교,,,,
471,벌레 한 마리 드실래요,피터 멘젤 외,6학년,초등학교,,,,
472,"강아지 플렉, 운명의 남자아이를 만나다",에바 이봇슨,6학년,초등학교,,,,
473,"걱정 마, 다 잘될 거야",메리 어메이토,6학년,초등학교,,,,
474,구름(양심을 흔들어 깨우는 이야기),구드룬 파우제방,6학년,초등학교,,,,
475,꾀돌이 우리형,존 D. 피츠제럴드,6학년,초등학교,,,,
476,나의 형 허리케인,샐리 그린들리,6학년,초등학교,,,,
477,벌거벗은 임금님의 도서관,가시와바 사치코,6학년,초등학교,,,,
478,빙하 표류기,시어도어 테일러,6학년,초등학교,,,,
479,열대의 비밀,마가리타 엥글,6학년,초등학교,,,,
480,열두째 나라,김혜진,6학년,초등학교,,,,
481,찰리 채플린,임창호,6학년,초등학교,,,,
482,카르메시나,실비아 곤잘레스 기라도,6학년,초등학교,,,,
483,해피 버스데이,아오키 가즈오,6학년,초등학교,,,,
484,더불어 사는 행복한 문화,남궁진,6학년,초등학교,,,,
485,함께 사는 다문화 왜 중요할까요?,홍명진,6학년,초등학교,,,,
486,그래서 이런 경제가 생겼대요,우리누리,6학년,초등학교,,,,
487,똑똑한 지리책. 1~2,김진수,6학년,초등학교,,,,
488,양극화 논쟁,최영민,6학년,초등학교,,,,
489,왜 우리는 친구일까,박성철,6학년,초등학교,,,,
490,외교관 아빠가 들려주는 외교 이야기,정기종,6학년,초등학교,,,,
491,교실 밖 엉뚱 별난 세계사,신현배,6학년,초등학교,,,,
492,어린이 인문학 여행. 1,노경실,6학년,초등학교,,,,
493,씨앗,서경석,6학년,초등학교,,,,
494,그래서 이런 명화가 생겼대요,우리누리,6학년,초등학교,,,,
495,그림 속에서 만난 화가들,박수진,6학년,초등학교,,,,
496,"옛이야기 들썩, 우리 음악 얼쑤",이효분,6학년,초등학교,,,,
497,조선 시대 초상화에 숨은 비밀 찾기,최석조,6학년,초등학교,,,,
498,(엉뚱화가 달리와 떠나는)황당한 미술사 여행,"이경현, 은하수",6학년,초등학교,,,,
499,(이해욱 할아버지의)지구별 여행기,이해욱,6학년,초등학교,,,,
500,더불어 사는 행복한 법,서해경,6학년,초등학교,,,,
501,"미래, 꿈꾸는 만큼 열린다. 1~2",마리 엘렌 드 슈리제,6학년,초등학교,,,,
502,(생각하는 어린이가)힘이 세다,마릴린 번스,6학년,초등학교,,,,
503,왜 그렇게 생각해,강창훈,6학년,초등학교,,,,
504,강아지 복실이,한미호,1학년,초등학교,,,,
505,구름놀이,한태희,1학년,초등학교,,,,
506,"꼬마요리사의 앗, 뜨거워! 과자교실",김용란,1학년,초등학교,,,,
507,"나, 오늘 일기 뭐 써!",정설아,1학년,초등학교,,,,
508,나는 아빠가 좋아요,넬레 무스트,1학년,초등학교,,,,
509,나는 자라요,김희경,1학년,초등학교,,,,
510,난 네가 부러워,영민,1학년,초등학교,,,,
511,내 친구의 다리를 돌려줘,강경수,1학년,초등학교,,,,
512,내가 만난 나뭇잎 하나,윤여림,1학년,초등학교,,,,
513,내가 처음 쓴 일기,대구금포초1학년2반,1학년,초등학교,,,,
514,누구지?,이범재,1학년,초등학교,,,,
515,도서관에 간 사자,미셸 누드슨,1학년,초등학교,,,,
516,또박또박 말해요,줄리아 도널드슨,1학년,초등학교,,,,
517,또박또박 반갑게 인사해요,안미연,1학년,초등학교,,,,
518,모두 모두 안녕!,윤여림,1학년,초등학교,,,,
519,민들레는 민들레,김장성,1학년,초등학교,,,,
520,발가락,이보나 흐미엘레프스카,1학년,초등학교,,,,
521,별을 삼킨 괴물,민트래빗 플래닝,1학년,초등학교,,,,
522,빙빙 돌아라,이상희,1학년,초등학교,,,,
523,생각하는 사과나무,남미영,1학년,초등학교,,,,
524,수박 수영장,안녕달,1학년,초등학교,,,,
525,숲 속 재봉사,최향랑,1학년,초등학교,,,,
526,슈퍼 거북,유설화,1학년,초등학교,,,,
527,아빠가 아플 때,한라경,1학년,초등학교,,,,
528,왜 띄어 써야 돼?,박규빈,1학년,초등학교,,,,
529,이가 아파서 치과에 가요,한규호,1학년,초등학교,,,,
530,이제 우리가 꿈꿀 시간,티머시 냅맨,1학년,초등학교,,,,
531,책 읽는 강아지 몽몽,최은옥,1학년,초등학교,,,,
532,찾았다!,문승연,1학년,초등학교,,,,
533,1학년 동시교실,김종상,1학년,초등학교,,,,
534,1학년 전래동화,마술연필,1학년,초등학교,,,,
535,가을 운동회,임광희,1학년,초등학교,,,,
536,가을을 파는 마법사,이종은,1학년,초등학교,,,,
537,가족은 꼬옥 안아 주는 거야,박윤경,1학년,초등학교,,,,
538,붉은 여우 아저씨,송정화,1학년,초등학교,,,,
539,까르르 깔깔,이상교,1학년,초등학교,,,,
540,꼬리 이모 나랑 놀자,박효미,1학년,초등학교,,,,
541,난 책이 좋아요,앤서니 브라운,1학년,초등학교,,,,
542,내가 좋아하는 곡식,이성실,1학년,초등학교,,,,
543,눈사람 아저씨,레이먼드 브리그스,1학년,초등학교,,,,
544,도서관에서 처음 책을 빌렸어요,알렉산더 스테들러,1학년,초등학교,,,,
545,도토리 삼형제의 안녕하세요,이현주,1학년,초등학교,,,,
546,뒷집 준범이,이혜란,1학년,초등학교,,,,
547,딴 생각하지 말고 귀 기울여 들어요,서보현,1학년,초등학교,,,,
548,초코파이 자전거,신현림,1학년,초등학교,,,,
549,봄 숲 봄바람 소리,우종영,1학년,초등학교,,,,
550,봄은 어디쯤 오고 있을까,어린이 통합교과 연구회,1학년,초등학교,,,,
551,소금을 만드는 맷돌,권규헌,1학년,초등학교,,,,
552,솔이의 추석 이야기,이억배,1학년,초등학교,,,,
553,숲속의 모자,유우정,1학년,초등학교,,,,
554,신통방통 한복,박현숙,1학년,초등학교,,,,
555,엄마 내가 할래요,장선희,1학년,초등학교,,,,
556,"역사를 바꾼 위대한 알갱이, 씨앗",서경석,1학년,초등학교,,,,
557,우리 순이 어디 가니,윤구병,1학년,초등학교,,,,
558,우리 아빠가 최고야,앤서니 브라운,1학년,초등학교,,,,
559,우리 엄마,앤서니 브라운,1학년,초등학교,,,,
560,이솝이야기,이솝,1학년,초등학교,,,,
561,이슬이의 첫 심부름,쓰쓰이 요리코,1학년,초등학교,,,,
562,자전거 타고 로켓 타고,카트린 르블랑,1학년,초등학교,,,,
563,책이 꼼지락 꼼지락,김성범,1학년,초등학교,,,,
564,콩 한 알과 송아지,한해숙,1학년,초등학교,,,,
565,쿠키 한입의 인생수업,에이미 크루즈 로젠탈,1학년,초등학교,,,,
566,하늘 높이 태극기,어린이통합교과연구회,1학년,초등학교,,,,
567,학교 가기 조마조마,어린이통합교과연구회,1학년,초등학교,,,,
568,감기 걸린 날,김동수,2학년,초등학교,,,,
569,개구리와 두꺼비가 함께,아놀드 로벨,2학년,초등학교,,,,
570,개와 고양이,임정진,2학년,초등학교,,,,
571,"고맙습니다, 선생님",패트리샤 폴라코,2학년,초등학교,,,,
572,괴물들이 사는 나라,모리스 샌닥,2학년,초등학교,,,,
573,기분을 말해봐요,디디에 레비,2학년,초등학교,,,,
574,까막눈 삼디기,원유순,2학년,초등학교,,,,
575,까만 아기 양,엘리자베스 쇼,2학년,초등학교,,,,
576,까치와 소담이의 수수께끼 놀이,김성은,2학년,초등학교,,,,
577,꿈꾸는 윌리,앤서니 브라운,2학년,초등학교,,,,
578,내 꿈은 방울토마토 엄마,허윤,2학년,초등학교,,,,
579,내 친구들을 소개할게,엘레나 아그넬로,2학년,초등학교,,,,
580,내가 도와줄게,테드 오닐,2학년,초등학교,,,,
581,누가 숲을 사라지게 했을까,임선아,2학년,초등학교,,,,
582,불가사리를 기억해,유영소,2학년,초등학교,,,,
583,"선생님, 바보의사 선생님",이상희,2학년,초등학교,,,,
584,신기한 독,홍영우,2학년,초등학교,,,,
585,신발 신은 강아지,고상미,2학년,초등학교,,,,
586,아주 무서운 날,탕무니우,2학년,초등학교,,,,
587,오늘 내 기분은…,메리앤 코카 레플러,2학년,초등학교,,,,
588,오리 할머니와 말하는 알,이영득,2학년,초등학교,,,,
589,오리가 한 마리 있었어요,정유정,2학년,초등학교,,,,
590,"으악, 도깨비다!",손정원,2학년,초등학교,,,,
591,이야기 주머니 이야기,이억배,2학년,초등학교,,,,
592,작은 집 이야기,버지니아 리 버튼,2학년,초등학교,,,,
593,좋은 말로 할 수 있잖아,김은중,2학년,초등학교,,,,
594,준치가시,백석,2학년,초등학교,,,,
595,책 빌리러 왔어요,오진원,2학년,초등학교,,,,
596,초등학생을 위한 욕심쟁이 딸기 아저씨,김유경,2학년,초등학교,,,,
597,치과 의사 드소토 선생님,윌리엄 스타이그,2학년,초등학교,,,,
598,훨훨 간다,권정생,2학년,초등학교,,,,
599,가을 열매는 맛있어,이정주,2학년,초등학교,,,,
600,가을은 풍성해,박현숙,2학년,초등학교,,,,
601,강아지 똥,권정생,2학년,초등학교,,,,
602,긴긴 겨울잠에 폭 빠진 동물들,미셸 프란체스코니,2학년,초등학교,,,,
603,꿈을 꼭 가져야 하나요?,어린이철학교육연구소,2학년,초등학교,,,,
604,나는 나의 주인,채인선,2학년,초등학교,,,,
605,나무들이 재잘거리는 숲 이야기,김남길,2학년,초등학교,,,,
606,너는 특별하단다,맥스 루케이도,2학년,초등학교,,,,
607,누가 고양이를 데려갔나,어린이통합교과연구회,2학년,초등학교,,,,
608,돼지책,앤서니 브라운,2학년,초등학교,,,,
609,만희네 집,권윤덕,2학년,초등학교,,,,
610,봄은 어디쯤 오고 있을까,어린이통합교과연구회,2학년,초등학교,,,,
611,봄이의 동네 관찰 일기,박재철,2학년,초등학교,,,,
612,새들은 시험 안봐서 좋겠구나,한국글쓰기교육연구회,2학년,초등학교,,,,
613,세계와 만나는 그림책,무라카 히로코,2학년,초등학교,,,,
614,손 큰 할머니의 만두 만들기,채인선,2학년,초등학교,,,,
615,쇠를 먹는 불가사리,정하섭,2학년,초등학교,,,,
616,신발속에 사는 악어,위기철,2학년,초등학교,,,,
617,아빠 얼굴이 더 빨갛다,김시민,2학년,초등학교,,,,
618,아홉 살 마음 사전,박성우,2학년,초등학교,,,,
619,언제나 칭찬,류호선,2학년,초등학교,,,,
620,우리 동네 한 바퀴,정지윤,2학년,초등학교,,,,
621,우리 친구 하자,앤서니 브라운,2학년,초등학교,,,,
622,원숭이 오누이,채인선,2학년,초등학교,,,,
623,이웃집에는 어떤 가족이 살까?,유다정,2학년,초등학교,,,,
624,일하는 우리 엄마 아빠 이야기,백남호,2학년,초등학교,,,,
625,종이 봉지 공주,로버트 먼치,2학년,초등학교,,,,
626,칭찬 먹으러 가요,고대영,2학년,초등학교,,,,
627,콩이네 옆집이 수상하다,천효정,2학년,초등학교,,,,
628,크록텔레 가족,파트리샤 베르비,2학년,초등학교,,,,
629,팥죽 할머니와 호랑이,조대인,2학년,초등학교,,,,
630,한이네 동네 이야기,강전희,2학년,초등학교,,,,
631,호주머니 속 알사탕,이송현,2학년,초등학교,,,,
632,강아지똥,권정생,3학년,초등학교,,,,
633,개구쟁이 수달은 무얼 하며 놀까요?,왕입분,3학년,초등학교,,,,
634,겁보 만보,김유,3학년,초등학교,,,,
635,곱구나! 우리 장신구,박세경,3학년,초등학교,,,,
636,귀신보다 더 무서워,허은순,3학년,초등학교,,,,
637,단물 고개,소중애,3학년,초등학교,,,,
638,리디아의 정원,사라 스튜어트,3학년,초등학교,,,,
639,마음을 배달해 드립니다,박현숙,3학년,초등학교,,,,
640,만복이네 떡집,김리리,3학년,초등학교,,,,
641,명절 속에 숨은 우리 과학,오주영,3학년,초등학교,,,,
642,바삭바삭 갈매기,전민걸,3학년,초등학교,,,,
643,바위나리와 아기별,마해송,3학년,초등학교,,,,
644,별주부전,김해원,3학년,초등학교,,,,
645,비밀의 문,에런 베커,3학년,초등학교,,,,
646,뿡뿡 방귀병에 걸렸어요,유시나,3학년,초등학교,,,,
647,새들은 왜 깃털이 있을까?,멜리사 스튜어트,3학년,초등학교,,,,
648,샘마을 몽당깨비,황선미,3학년,초등학교,,,,
649,소똥 밟은 호랑이,박민호,3학년,초등학교,,,,
650,시골 할머니 집의 맷돌과 디딜방아,김용희,3학년,초등학교,,,,
651,"아드님, 진지 드세요",강민경,3학년,초등학교,,,,
652,"아무도 모를거야, 내가 누군지",김향금,3학년,초등학교,,,,
653,아씨방 일곱동무,이영경,3학년,초등학교,,,,
654,으뜸 헤엄이,레오 리오니,3학년,초등학교,,,,
655,"으악, 도깨비다!",손정원,3학년,초등학교,,,,
656,친구랑 싸웠어!,시바타 아이코,3학년,초등학교,,,,
657,프린들 주세요,앤드류 클레먼츠,3학년,초등학교,,,,
658,플랑크톤의 비밀,김종문,3학년,초등학교,,,,
659,해님이 누고 간 똥,정세기,3학년,초등학교,,,,
660,행복한 비밀 하나,박성배,3학년,초등학교,,,,
