number,Book Title,Author,Grade,School,,,,
1335,엘러건트 유니버스,브라이언 그린,2학년,고등학교,,,,
1336,이중나선,제임스 D.왓슨,2학년,고등학교,,,,
1337,파인만씨 농담도 잘 하시네!,리차드 파인만,2학년,고등학교,,,,
1338,생각의 탄생,로버트 루트번스타인,2학년,고등학교,,,,
1339,통섭,에드워드 윌슨,2학년,고등학교,,,,
1340,"총,균,쇠",재레드 다이아몬드,2학년,고등학교,,,,
1341,거의 모든것의 역사,빌 브라이슨,2학년,고등학교,,,,
1342,프린키피아,아이작 뉴턴,2학년,고등학교,,,,
1343,침묵의 봄,레이첼 카슨,2학년,고등학교,,,,
1344,인체사냥,소니아 샤,3학년,고등학교,,,,
1345,푸른 요정을 찾아서,신상규,3학년,고등학교,,,,
1346,나이트,엘리 위젤,3학년,고등학교,,,,
1347,밤으로의 긴 여로,유진 오닐,3학년,고등학교,,,,
1348,생의 한 가운데서,루이제 린저,3학년,고등학교,,,,
1349,죽음의 수용소에서,빅터 프랭크,3학년,고등학교,,,,
1350,이반일리치의 죽음,톨스토이,3학년,고등학교,,,,
1351,잊지 말자 황우석,이형기,3학년,고등학교,,,,
1352,공부도둑,장회익,3학년,고등학교,,,,
1353,아직도 가야할 길,모건 스콧 펙,3학년,고등학교,,,,
1354,인간 치유,폴 트루니에,3학년,고등학교,,,,
1355,나는 이런 책을 읽어봤다,다치바나 다카시,3학년,고등학교,,,,
1356,다산선생 지식경영법,정민,3학년,고등학교,,,,
1357,몰입의 즐거움,미하이 칙센트미하이,3학년,고등학교,,,,
1358,블링크,말콤 글래드웰,3학년,고등학교,,,,
1359,생각을 넓혀주는 독서법,"모티머 J.애들러, 찰스 반 도렌",3학년,고등학교,,,,
1360,지식의 단련법,다치바나 다카시,3학년,고등학교,,,,
1361,책 어떻게 읽을 것인가?,고은,3학년,고등학교,,,,
1362,프로페셔널의 조건,피터 드러커,3학년,고등학교,,,,
1363,"나는 고백한다, 현대의학을",아툴 가완디,3학년,고등학교,,,,
1364,멋진 신세계,올더스 헉슬리,3학년,고등학교,,,,
1365,사회적 지위가 건강과 수명을 결정한다,마이클 마멋,3학년,고등학교,,,,
1366,없는 병도 만든다,외르크 블레흐,3학년,고등학교,,,,
1367,은유로서의 질병,수전 손택,3학년,고등학교,,,,
1368,의학이야기,히포크라테스,3학년,고등학교,,,,
1369,제약회사들은 어떻게 우리 주머니를 털었나,마르시아 안젤,3학년,고등학교,,,,
1370,"호열자, 조선을 습격하다",신동원,3학년,고등학교,,,,
1371,"FDA vs, 식약청",이형기,3학년,고등학교,,,,
1372,가격 결정의 기술,라피 모하메드,3학년,고등학교,,,,
1373,나쁜 사마리아인들,장하준,3학년,고등학교,,,,
1374,대한민국사(전 4권),한홍구,3학년,고등학교,,,,
1375,미래를 말하다,폴 크루그먼,3학년,고등학교,,,,
1376,어려운 시절,찰스 디킨스,3학년,고등학교,,,,
1377,오래된 미래,헬레나 노르베리 호지,3학년,고등학교,,,,
1378,왜 세계의 절반은 굶주리는가?,장 지글러,3학년,고등학교,,,,
1379,육식의 종말,제레미 리프킨,3학년,고등학교,,,,
1380,"이반 데니소비치, 수용소의 하루",알렉산드르 솔제니친,3학년,고등학교,,,,
1381,잡식동물의 딜레마,마이클 폴란,3학년,고등학교,,,,
1382,조영래 평전,안경환,3학년,고등학교,,,,
1383,퀴즈쇼,김영하,3학년,고등학교,,,,
1384,"한국의 평등주의, 그 마음의 습관",송호근,3학년,고등학교,,,,
1385,회색인,최인훈,3학년,고등학교,,,,
1386,"건축, 음악처럼 듣고 미술처럼 보다",서현,3학년,고등학교,,,,
1387,굿바이 클래식,조우석,3학년,고등학교,,,,
1388,서양미술사,에른스트 곰브리치,3학년,고등학교,,,,
1389,치유의 예술을 찾아서,버나드 라운,3학년,고등학교,,,,
1390,인턴X,닥터 X,3학년,고등학교,,,,
1391,종합병원 2.0 : Homo Infecticus,박재영,3학년,고등학교,,,,
1392,아리랑(조선인 혁명가 김산의 일생),"님 웨일스(작가), 김산(독립운동가)",3학년,고등학교,,,,
1393,작은 변화를 위한 아름다운 선택,트레이시 키더,3학년,고등학교,,,,
1394,조피 숄 평전,바바라 라이스너,3학년,고등학교,,,,
1395,체 게바라 평전,장 코르미에,3학년,고등학교,,,,
1396,폴 브랜드 평전,도로시 클라크 윌슨,3학년,고등학교,,,,
1397,난중일기,", 노승석 역",3학년,고등학교,,,,
1398,"내 영혼의 스승들(1,2)",필립 얀시,3학년,고등학교,,,,
1399,마하트마 간디,요게시 차다,3학년,고등학교,,,,
1400,쉽게 읽는 백범일지,김구,3학년,고등학교,,,,
1401,이순신의 두 얼굴,김태훈,3학년,고등학교,,,,
1402,자유를 향한 머나먼 여정(넬슨 만델라 자서전),넬슨 만델라,3학년,고등학교,,,,
1403,정관정요에서 배우는 난세를 이기는 지혜,양판,3학년,고등학교,,,,
1404,CEO 대통령의 7가지 리더쉽,데이비드 거겐,3학년,고등학교,,,,
1405,과학혁명의 구조,토마스 쿤,3학년,고등학교,,,,
1406,링크(21세기를 지배하는 네트워크 과학),알버트 바라바시,3학년,고등학교,,,,
1407,엔트로피,제레미 리프킨,3학년,고등학교,,,,
1408,이기적 유전자,리처드 도킨스,3학년,고등학교,,,,
1409,종의 기원,찰스 다윈,3학년,고등학교,,,,
1410,최무영 교수의 물리학 강의,최무영,3학년,고등학교,,,,
1411,거대한 괴물,폴 오스터,3학년,고등학교,,,,
1412,"도쿄타워 : 엄마와 나, 때로는 아버지",릴리 프랭키,3학년,고등학교,,,,
1413,바티스타 수술 팀의 영광,가이도 다케루,3학년,고등학교,,,,
1414,백석을 만나다,이숭원,3학년,고등학교,,,,
1415,소네트 시집,윌리엄 셰익스피어,3학년,고등학교,,,,
1416,어느 가슴엔들 시가 꽃피지 않으랴,문태준,3학년,고등학교,,,,
1417,주홍글씨,나다니엘 호손,3학년,고등학교,,,,
1418,천년 동안에,마루야마 겐지,3학년,고등학교,,,,
1419,천상병 전집,천상병,3학년,고등학교,,,,
1420,침묵,엔도 슈사쿠,3학년,고등학교,,,,
1421,칼의 노래,김훈,3학년,고등학교,,,,
1422,캉디드,볼테르,3학년,고등학교,,,,
1423,허삼관 매혈기,위화,3학년,고등학교,,,,
1424,혼불(전 10권),최명희,3학년,고등학교,,,,
1425,간화선,대한불교조계종 불학연구소,3학년,고등학교,,,,
1426,내가 알지 못했던 예수,필립 얀시,3학년,고등학교,,,,
1427,백악관에서 감옥까지,찰스 콜슨,3학년,고등학교,,,,
1428,소명,오스 기니스,3학년,고등학교,,,,
1429,"이야기 교회사 (1,2)",김기홍,3학년,고등학교,,,,
1430,전능자의 그늘,엘리자베스 엘리엇,3학년,고등학교,,,,
1431,참회록,성 어거스틴,3학년,고등학교,,,,
1432,하나님의 정치,짐 월리스,3학년,고등학교,,,,
1433,넛지,"리처드 탈러(대학교수),
캐스 선스타인(대학교수)",3학년,고등학교,,,,
1434,돈가스의 탄생,오카다 데쓰,3학년,고등학교,,,,
1435,로마인 이야기(전 15권),시오노 나나미,3학년,고등학교,,,,
1436,세상의 바보들에게 웃으면서 화내는 방법,움베르토 에코,3학년,고등학교,,,,
1437,스시 이코노미,사샤 아이센버그,3학년,고등학교,,,,
1438,윤치호 일기,"윤치호 저, 김상태 역",3학년,고등학교,,,,
1439,종교전쟁,"장대익, 신재식, 김윤성",3학년,고등학교,,,,
1440,"철학, 삶을 만나다",강신주(철학자),3학년,고등학교,,,,
1441,통섭,에드워드 윌슨,3학년,고등학교,,,,
1442,팡세,블레즈 파스칼,3학년,고등학교,,,,
1443,학교를 버려라,매트 헌,3학년,고등학교,,,,
1444,어쩌다 중학생 같은 걸 하고 있을까,쿠로노 신이치 저/장은선 역,1학년,중학교,,,,
1445,아주 철학적인 하루,피에르 Y. 부르딜 저/이주희 역,1학년,중학교,,,,
1446,스티브 잡스를 꿈꿔 봐,임원기 저/김범수 감수,1학년,중학교,,,,
1447,세상을 살린 10명의 용기 있는 과학자들,"레슬리 덴디,멜 보링 글/C.B 모단 그림/최창숙 역",1학년,중학교,,,,
1448,화가들의 초대,이일수 저,1학년,중학교,,,,
1449,우주선 안에서는 방귀 조심!,"한국항공우주연구원,고호관,김은영,김정훈,박영기,박태진,서금영,양길식,유기현,이태식,이혜림 등저",1학년,중학교,,,,
1450,그림자 아이들 3,마거릿 피터슨 해딕스 글/이혜선 역,1학년,중학교,,,,
1451,불량 가족 레시피,손현주 저,1학년,중학교,,,,
1452,평등과 자주를 외친 동학농민운동,이이화 글/김태현 그림,1학년,중학교,,,,
1453,그 여자가 우리 엄마야,로즈 임피 저/서민아 역,1학년,중학교,,,,
1454,그림자 아이들 4,마거릿 피터슨 해딕스 글/이혜선 역,1학년,중학교,,,,
1455,김영숙 선생님이 들려주는 서양 미술사,김영숙 저,1학년,중학교,,,,
1456,나는 합리적인 사람,최훈 저,1학년,중학교,,,,
1457,내 인생 최악의 학교,제임스 패터슨 저/김상우 역,1학년,중학교,,,,
1458,미술 시간에 세계사 공부하기,이장현 저/강응천 기획,1학년,중학교,,,,
1459,스티비 원더 이야기,마크 리보스키 저/정미나 역,1학년,중학교,,,,
1460,두 번째 기회,피트릭 코뱅 저/이정주 역,1학년,중학교,,,,
1461,동네 숲은 깊다,강우근 저,1학년,중학교,,,,
1462,열다섯 살의 용기,필립 후즈 저/김민석 역/엄기호 편저,1학년,중학교,,,,
1463,희망을 노래한 밥 말리,안주영 글/황영진 그림,1학년,중학교,,,,
1464,누구에게나 이야기는 있다,이문영 저,1학년,중학교,,,,
1465,바르삭,시몬 스트레인저 저/손화수 역,1학년,중학교,,,,
1466,세상을 바꾼 사람들,신재일 저/남동윤 그림,1학년,중학교,,,,
1467,별이 빛나는 밤,울리히 뵐크 저/전대호 역/유진희 그림,1학년,중학교,,,,
1468,"소년, 갯벌에서 길을 묻다",윤현석 글,1학년,중학교,,,,
1469,선물은 누구의 것이 될까?,제브데트 클르츠 저/이난아 역,1학년,중학교,,,,
1470,미스터 퐁 과학에 빠지다,송은영 저/박수영 그림,1학년,중학교,,,,
1471,마에스트로,자비에 로랑 쁘띠 저/윤예니 역,1학년,중학교,,,,
1472,10대와 통하는 우리말 바로쓰기,최종규 저/호연 그림,1학년,중학교,,,,
1473,철학을 담은 잔소리 통조림,마크 젤먼 글/황윤영 역,1학년,중학교,,,,
1474,찌아찌아 마을의 한글 학교,정덕영 저,1학년,중학교,,,,
1475,"그냥, 컬링",최상희 저,1학년,중학교,,,,
1476,"서울, 성 밖을 나서다",이현군 저,1학년,중학교,,,,
1477,자살한 양말,마리아순 란다 저/페데리코 델리카도 그림/유혜경 역,1학년,중학교,,,,
1478,바그다드에서 생긴 일,마르틴 푸생 글/김영신 역,1학년,중학교,,,,
1479,묻고 답하는 현대시 카페,"강영준 저/박건웅,고영미 그림",1학년,중학교,,,,
1480,깡통집,레슬리 코너 저/김경희 역,1학년,중학교,,,,
1481,불새처럼 일어나,캐런 헤스 저/유영종 역,1학년,중학교,,,,
1482,"내 청춘, 시속 370㎞",이송현 저,1학년,중학교,,,,
1483,톤즈의 약속,이병승 저/한수임 그림,1학년,중학교,,,,
1484,온 가족이 떠나는 종교 여행,김나미 저,1학년,중학교,,,,
1485,나쁜 점수,클레르 쥘리아르 저/김영신 역,1학년,중학교,,,,
1486,우리들의 7일 전쟁,소다 오사무 저/고향옥 역,1학년,중학교,,,,
1487,헨리 데이비드 소로,밀턴 멜처 저/권혁정 역,1학년,중학교,,,,
1488,철학은 엄마보다 힘이 쎄다,박기복 저/정주원 그림,1학년,중학교,,,,
1489,철학은 선생님보다 힘이 쎄다,박기복 저/정주원 그림,1학년,중학교,,,,
1490,부끄러움들,정영선 저,2학년,중학교,,,,
1491,사춘기 맞짱 뜨기,노경실 저,2학년,중학교,,,,
1492,내 이름은 왜?,이주희 저,2학년,중학교,,,,
1493,서바이벌 스쿨,게리 폴슨 저/신재실 역,2학년,중학교,,,,
1494,청소년을 위해 쉽게 풀어쓴 이이화의 인물 한국사 1,이이화 저,2학년,중학교,,,,
1495,우리들의 짭조름한 여름날,오채 저,2학년,중학교,,,,
1496,개는 농담을 하지 않는다,루이스 새커 저/장현주 역,2학년,중학교,,,,
1497,"안녕, 베할라",앤디 멀리건 저/하정임 역,2학년,중학교,,,,
1498,그림자 아이들 2,마거릿 피터슨 해딕스 글/이혜선 역,2학년,중학교,,,,
1499,도서관 여행,권희린 저,2학년,중학교,,,,
1500,남극은 왜?,장순근 저,2학년,중학교,,,,
1501,오래된 꿈,홍경의 글/김진이 그림,2학년,중학교,,,,
1502,"굿바이, 찰리 피스풀",마이클 모퍼고 저/공경희 역,2학년,중학교,,,,
1503,내 이름은 망고,추정경 저,2학년,중학교,,,,
1504,"분청, 꿈을 빚다",신현수 저,2학년,중학교,,,,
1505,"엄마, 우리는 골치 아픈 13살이야",알루보물레 수마나사라 저/최성현 역,2학년,중학교,,,,
1506,우리가 지구를 착한 별로 만들거야,마라 록클리프 글/제효영 역,2학년,중학교,,,,
1507,10대와 만나는 정치와 민주주의,고성국 저/김용민 그림/홍카툰 기획,2학년,중학교,,,,
1508,국어 시간이 기다려지는 우리 문학 이야기,장세현 글/최미란 그림,2학년,중학교,,,,
1509,사라진 명작,엘리스 브로치 글/켈리 머피 그림/김영선 역,2학년,중학교,,,,
1510,멋지기 때문에 놀러 왔지,설흔 저,2학년,중학교,,,,
1511,아름다운 어른이 되는 생각 습관,다니엘 리 편역,2학년,중학교,,,,
1512,대마도에서 만난 우리 역사,문사철 저,2학년,중학교,,,,
1513,깊게 보는 세계 명화,스테파노 추피 저/고종희 역,2학년,중학교,,,,
1514,"얘들아, DMZ에서 공을 차자!",박진섭 저,2학년,중학교,,,,
1515,도무라 반점의 형제들,세오 마이코 저/고향옥 역,2학년,중학교,,,,
1516,무엇이 될까보다 어떻게 살까를 꿈꿔라,김원석 저,2학년,중학교,,,,
1517,제자백가를 격파하라,좌백 저/한국철학사상연구회 감수/왕지성 그림,2학년,중학교,,,,
1518,체육 시간에 과학 공부하기,"전영석,홍준의 저",2학년,중학교,,,,
1519,그 녀석 덕분에,이경혜 저,2학년,중학교,,,,
1520,어른들이 말하지 않는 돈의 진실,송승용 저,2학년,중학교,,,,
1521,우리 풀꽃 이야기,"김영철 글/이승원,박동호 그림",2학년,중학교,,,,
1522,루케미아 루미,백승남 저,2학년,중학교,,,,
1523,중학생 톡톡톡,"유현승 기획,저",2학년,중학교,,,,
1524,패션을 보면 세계사가 보인다,피오나 맥도널드 글/김현좌 역,2학년,중학교,,,,
1525,갈라파고스의 꿈,"권영인,강정극 공저",2학년,중학교,,,,
1526,저스트 어 모멘트,이경화 저,2학년,중학교,,,,
1527,0의 비밀 화원,박현정 글/오윤화 그림,2학년,중학교,,,,
1528,바람이 사는 꺽다리 집,황선미 저,2학년,중학교,,,,
1529,소희의 방,이금이 저,2학년,중학교,,,,
1530,맨발로 희망을 쏘다,로리 홀스 앤더슨 글/홍주진 역,2학년,중학교,,,,
1531,20년간의 수요일,윤미향 저,2학년,중학교,,,,
1532,세상을 담은 아이스크림,전세라 글,2학년,중학교,,,,
1533,번데기 프로젝트,이제미 저,2학년,중학교,,,,
1534,토요일의 심리클럽,김서윤 저/김다명 그림,3학년,중학교,,,,
1535,배낭에서 꺼낸 수학,안소정 저,3학년,중학교,,,,
1536,민주주의를 만든 생각들 근현대편,"구민정,권재원 공편",3학년,중학교,,,,
1537,수학의 역사,지즈강 저/권수철 역/계영희 감수,3학년,중학교,,,,
1538,청소년을 위한 사회학 에세이,구정화 저,3학년,중학교,,,,
1539,백설공주는 왜 자꾸 문을 열어줄까,박현희 저,3학년,중학교,,,,
1540,십대를 위한 재미있는 어휘 교과서,서보건 저,3학년,중학교,,,,
1541,시턴 동물 이야기,어니스트 톰프슨 시턴 저/윤소영 역,3학년,중학교,,,,
1542,청소년 인권 수첩,"크리스티네 슐츠 라이스,공현 공저/안미라 역",3학년,중학교,,,,
1543,대한민국 청소년에게 2,"강수돌,고성국 등저",3학년,중학교,,,,
1544,"덤벼라, 인생","고성국,남경태 공저",3학년,중학교,,,,
1545,엄마가 한국으로 떠났어요,조선족 아이들과 어른 78명 저,3학년,중학교,,,,
1546,동사형 꿈!,김홍태 저,3학년,중학교,,,,
1547,교실 밖으로 걸어 나온 시,"김선우,손택수 공저",3학년,중학교,,,,
1548,그들은 어떻게 읽었을까,홍상진 저,3학년,중학교,,,,
1549,청소년자원봉사 어떻게 할까?,백은영 저,3학년,중학교,,,,
1550,할 말이 있다,허균 원작/이경혜 편/정정엽 그림,3학년,중학교,,,,
1551,믿는다는 것,이찬수 저/노석미 그림,3학년,중학교,,,,
1552,로빈의 붉은 실내,조정현 저,3학년,중학교,,,,
1553,독도를 부탁해,전국사회과교과연구회 편저,3학년,중학교,,,,
1554,열여덟 너의 존재감,박수현 저,3학년,중학교,,,,
1555,열일곱 살의 판타지 경제학,이고르 리프시츠 저/안드레이 빌딘 그림/한진희 역,3학년,중학교,,,,
1556,불량한 주스가게,"유하순,강미,신지영 공저",3학년,중학교,,,,
1557,민주주의를 만든 생각들 고대편,"구민정,권재원 공편",3학년,중학교,,,,
1558,학교 가는 언덕 길,"가와즈 기요에,허옥녀 공저/안햬룡 사진",3학년,중학교,,,,
1559,"조선의 가족, 천 개의 표정",이순구 저,3학년,중학교,,,,
1560,갑신년의 세 친구,안소영 저,3학년,중학교,,,,
1561,처음 소개 되는 체호프 단편소설,안톤 체호프 저/이승억 역,3학년,중학교,,,,
1562,"질러, 유라시아!",김창현 저,3학년,중학교,,,,
1563,마르셀의 여름 1,마르셀 파뇰 저/이재형 역/장자크 상페 그림,3학년,중학교,,,,
1564,마르셀의 여름 2,마르셀 파뇰 저/이재형 역/장자크 상페 그림,3학년,중학교,,,,
1565,"괜찮아, 열일곱 살",이나미 저,3학년,중학교,,,,
1566,"웰컴, 마이 퓨처",양호문 저,3학년,중학교,,,,
1567,넌 자유롭니?,"이오인 콜퍼,데이비드 알몬드 등저/김민석 역",3학년,중학교,,,,
1568,내 마음이 편해질 때까지,박영희 저,3학년,중학교,,,,
1569,주먹을 꼭 써야 할까?,이남석 저,3학년,중학교,,,,
1570,사회선생님도 궁금한 101가지 사회질문사전,전국사회교사모임 저/심차섭 그림,3학년,중학교,,,,
1571,조금 늦은 18살,하나가타 미쓰루 저/고향옥 역,3학년,중학교,,,,
1572,출발! 청소년 한국미술사,박갑영 저,3학년,중학교,,,,
1573,살아있는 지리 교과서 1,전국지리교사연합회 저,3학년,중학교,,,,
1574,살아있는 지리 교과서 2,전국지리교사연합회 저,3학년,중학교,,,,
1575,"41인의 여성지리학자, 세계의 틈새를 보다",한국여성지리학자회 저,3학년,중학교,,,,
1576,달팽이 안단테,엘리자베스 토바 베일리 저/김병순 역,3학년,중학교,,,,
1577,"찢어, Jean",문부일 저,3학년,중학교,,,,
1578,불량한 엄마,최영애 저,3학년,중학교,,,,
1579,조복성 곤충기,조복성 저/황의웅 편,3학년,중학교,,,,
1580,나를 바꾼 한 권의 책,안정한 저,3학년,중학교,,,,
1581,과학자의 서재,최재천 저,3학년,중학교,,,,
1582,문화유산 상식여행,오주환 저,3학년,중학교,,,,
1583,외로워서 그랬어요,문경보 저,3학년,중학교,,,,
1584,세 얼간이,체탄 바갓 저/정승원 역,3학년,중학교,,,,
1585,내 몸을 찾습니다,몸문화연구소 저,3학년,중학교,,,,
1586,내일을 읽는 토론학교 역사,"이이석,정행렬 등저",3학년,중학교,,,,
1587,정범기 추락사건,정은숙 저,3학년,중학교,,,,
1588,"지리 선생님, 스크린에 풍덩!",전국사회과교과연구회 저,3학년,중학교,,,,
1589,벨리퉁 섬의 무지개 학교 1,안드레아 히라타 저/김선희 역,3학년,중학교,,,,
1590,벨리퉁 섬의 무지개 학교 2,안드레아 히라타 저/김선희 역,3학년,중학교,,,,
1591,까막딱따구리 숲,김성호 저,3학년,중학교,,,,
1592,달려라 배달 민족,양호문 저,3학년,중학교,,,,
1593,한 권으로 만나는 고구려 답사 길잡이,윤명철 저,3학년,중학교,,,,
1594,사라진 조각,황선미 저,3학년,중학교,,,,
1595,느낀다는 것,채운 글/정지혜 그림,3학년,중학교,,,,
1596,발길 따라 배우는 우리 근현대사,김광일 저,3학년,중학교,,,,
1597,세계지도 지리 이야기,디딤 저/서영철 그림,3학년,중학교,,,,
1598,생각을 발견하는 토론학교 철학,"최훈,박의준 공저",3학년,중학교,,,,
1599,"클릭, 에린의 비밀 블로그",데니즈 베가 저/최지현 역,3학년,중학교,,,,
1600,나는 무슨 일 하며 살아야 할까?,"이철수,박현희,송승훈,배경내,하종강 공저",3학년,중학교,,,,
1601,사춘기 국어교과서,"김보일,고흥준 공저/마정원 그림",3학년,중학교,,,,
1602,중국 민화집,브리오 출판사 편집부 편/레나타 푸치코바 그림/류재화 역,3학년,중학교,,,,
1603,내 생애 가장 용감했던 17일,한국로체청소년원정대 저/정훈이 그림,3학년,중학교,,,,
1604,우주에 남은 마지막 책,로드먼 필브릭 저/김희정 역,3학년,중학교,,,,
1605,도미노 구라파식 이층집,박선희 저,3학년,중학교,,,,
1606,경계에서 길을 묻다,"매리 호프먼,리애넌 래시터 편저/신상호,김화경 공역",3학년,중학교,,,,
1607,날짜 변경선,전삼혜 저,3학년,중학교,,,,
1608,엄마의 팬클럽,정란희 저,3학년,중학교,,,,
1609,수냐의 수학카페 1,김용관 저,3학년,중학교,,,,
1610,고통으로 그린 희망의 얼굴 프리다 칼로,염명순 저,3학년,중학교,,,,
1611,나는 한 번이라도 뜨거웠을까?,베벌리 나이두 저/고은옥 역,3학년,중학교,,,,
1612,국어 원리 교과서,"류대성,서덕희 공저",3학년,중학교,,,,
1613,시크릿 스페이스,서울과학교사모임 저,3학년,중학교,,,,
1614,미래를 여는 건축,안젤라 로이스턴 저/이승복 편역,3학년,중학교,,,,
1615,5분 철학 오프너,줄리아 드 퓌네스 저/이나무 역,3학년,중학교,,,,
1616,주머니 속의 대중음악,윤호준 저,3학년,중학교,,,,
1617,말랑하고 쫀득한 경제 이야기,신태준 저/박종민 역/이토 미츠루 그림,3학년,중학교,,,,
1618,우주의 비밀,아이작 아시모프 저/이충호 역,3학년,중학교,,,,
1619,하루 10분 일주일 딸과 기후변화를 생각하다,장마르크 장코비시 저/안수연 역,3학년,중학교,,,,
1620,펄 벅을 좋아하나요?,안치 민 저/정윤희 역,3학년,중학교,,,,
1621,아무것도 묻지 마세요,마리나 부도스 저/김민석 역,3학년,중학교,,,,
1622,파랑 피,메리 E. 피어슨 저/황소연 역,3학년,중학교,,,,
1623,"그래, 지금은 조금 흔들려도 괜찮아",신현수 등저,3학년,중학교,,,,
1624,망고 한 조각,"마리아투 카마라,수전 맥클리랜드 공저/위문숙 역",3학년,중학교,,,,
1625,ID를 입력하세요: 엘리스 월드,선자은 저,3학년,중학교,,,,
1626,처음 읽는 미국사,전국역사교사모임 저,3학년,중학교,,,,